model,display_name,sequence_idx,subtask_idx,subtask,language,num_actions,num_chunks,success,steps,mean_action_delta_l2_first6,q90_action_delta_l2_first6,mean_chunk_boundary_jump_l2_first6,q90_chunk_boundary_jump_l2_first6,mean_action_norm_l2_first6,mean_abs_gripper
act_lang_ABC_200k,ACT-Lang-ABC 200k,544,1,push_pink_block_right,go push the pink block right,360,15,False,360,0.054768044890026485,0.0891498550772667,0.34163023425000055,0.6194308996200564,0.3055870262181593,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,545,1,close_drawer,push the handle to close the drawer,52,3,True,52,0.046039337657538114,0.07447704672813416,0.15093453228473663,0.16720050871372222,0.542807145187488,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,545,2,move_slider_left,push the sliding door to the left side,91,4,True,91,0.06284221160329051,0.09535898640751841,0.36448943614959717,0.5493158876895905,0.46220280213670417,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,545,3,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.06704991155182087,0.09192250967025756,0.5066106404576983,0.7080716431140901,0.37305851452466515,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,546,1,push_blue_block_left,go push the blue block left,360,15,False,360,0.048835290807641756,0.07713467478752135,0.33674667456320356,0.49482465088367467,0.2588627278080417,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,547,1,push_red_block_right,go push the red block right,360,15,False,360,0.05683907552059314,0.08536003082990644,0.3341859132051468,0.5663410127162934,0.3021070503215823,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,548,1,push_red_block_left,go push the red block left,360,15,False,360,0.05132257056222777,0.0843925431370735,0.3158910945057869,0.4614000618457796,0.31580988160438006,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,549,1,move_slider_right,push the sliding door to the right side,140,6,True,140,0.04368078117694357,0.0720044195652008,0.34298059195280073,0.6293851613998414,0.3793707177575145,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,549,2,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.05762611082326984,0.08585164844989772,0.4899554295199258,0.587868618965149,0.34771333105034297,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,550,1,open_drawer,pull the handle to open the drawer,50,2,True,50,0.0394499909360798,0.05931605249643328,0.10329321771860123,0.10329321771860123,0.43025541603565215,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,550,2,turn_off_lightbulb,use the switch to turn off the light bulb,84,4,True,84,0.07801507362893906,0.11083159148693084,0.4989904264609019,0.7940893530845642,0.5152448072497334,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,550,3,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04656613050262161,0.08107082396745682,0.29301329382828306,0.4669972896575928,0.26232999432832005,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,551,1,open_drawer,pull the handle to open the drawer,53,3,True,53,0.04194071406247811,0.07545805871486663,0.12024711444973946,0.12856856361031532,0.4435537257846796,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,551,2,turn_off_lightbulb,use the switch to turn off the light bulb,83,4,True,83,0.06724384774612945,0.109106931835413,0.37292490402857464,0.468434476852417,0.53359041156539,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,551,3,push_into_drawer,slide the block that it falls into the drawer,147,6,True,147,0.05167517227069666,0.09721618890762329,0.3421055942773819,0.5788049697875977,0.306271283602228,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,551,4,lift_pink_block_drawer,Take the pink block from the drawer,7,1,True,7,0.056427434707681336,0.06328933872282505,nan,nan,0.558151798588889,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,551,5,place_in_drawer,store the grasped block in the drawer,15,1,True,15,0.04710571374744177,0.1057461686432362,nan,nan,0.245532089471817,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,552,1,turn_on_led,press the button to turn on the led light,37,2,True,37,0.060011369072728686,0.07511898130178452,0.41003912687301636,0.41003912687301636,0.4363143597100232,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,552,2,push_red_block_left,go push the red block left,224,9,True,224,0.05832386771718149,0.10012307167053226,0.34208660665899515,0.4908196419477463,0.3809525095525065,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,552,3,move_slider_left,push the sliding door to the left side,77,4,True,77,0.04414431020421417,0.08700423315167427,0.18871664007504782,0.2528380185365677,0.36633243943963734,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,552,4,open_drawer,pull the handle to open the drawer,65,3,True,65,0.03764621131995227,0.04884327612817289,0.2793476954102516,0.38688436299562456,0.44260919644282415,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,552,5,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04826233150504924,0.08105670064687728,0.3042911855237825,0.4593962341547012,0.2982818330948552,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,553,1,turn_on_lightbulb,use the switch to turn on the light bulb,56,3,True,56,0.043244254318150606,0.05901007205247879,0.2075582928955555,0.3137692965567112,0.45221892637865885,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,553,2,move_slider_left,push the sliding door to the left side,76,4,True,76,0.03988777687152227,0.06830899566411973,0.3899661997954051,0.5243687629699707,0.3248117548462592,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,553,3,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.05520243030871604,0.08653923571109771,0.49789383688143324,0.6687439918518067,0.2978980835527182,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,554,1,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.06734246779414813,0.10339126288890838,0.48776171250002726,0.9553962886333467,0.3643125826596386,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,555,1,push_pink_block_left,go push the pink block left,227,10,True,227,0.060224242976133144,0.08773099258542061,0.40738629466957516,0.5369158267974854,0.32876123504360344,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,555,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.052373460684656516,0.07694734185934067,0.3920192377907889,0.5918987393379211,0.2797879830830627,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,556,1,turn_off_led,press the button to turn off the led light,49,2,True,49,0.04799648676998913,0.05739449039101601,0.5718417763710022,0.5718417763710022,0.3250219104241352,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,556,2,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.047619488280951396,0.09123815149068831,0.31130031815596987,0.4967416733503342,0.2916102660405967,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,557,1,turn_off_led,press the button to turn off the led light,39,2,True,39,0.04900256593368555,0.07223311290144921,0.2930460274219513,0.2930460274219513,0.4308108034042212,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,557,2,push_red_block_right,go push the red block right,299,12,True,299,0.04937517446475166,0.0889568716287613,0.3188213069330562,0.5411778092384338,0.28192395517558955,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,557,3,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.062421351383261194,0.08228622823953628,0.48674503713846207,0.7394655704498291,0.32003921022017795,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,558,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.054258180333400005,0.08426609337329863,0.36455351965767996,0.5093477517366409,0.30180415070305266,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,559,1,push_pink_block_right,go push the pink block right,96,4,True,96,0.05038384849107579,0.08099967986345293,0.2986984997987747,0.4115917980670929,0.33611850409458083,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,559,2,lift_pink_block_table,grasp and lift the pink block,55,3,True,55,0.07283104007580767,0.13265916854143145,0.21590439975261688,0.3349698394536972,0.33080059615048496,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,559,3,stack_block,stack the grasped block,18,1,True,18,0.05526286714217242,0.10660561323165896,nan,nan,0.23134034251173338,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,559,4,open_drawer,pull the handle to open the drawer,63,3,True,63,0.05854565901080928,0.08987836837768555,0.2584768012166023,0.38892141729593277,0.44042024442127775,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,559,5,move_slider_right,push the sliding door to the right side,93,4,True,93,0.053157944328394595,0.10136646628379824,0.3255503823359807,0.42711966037750243,0.4804893655161704,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,560,1,lift_blue_block_table,grasp and lift the blue block,64,3,True,64,0.049835809203426513,0.08792479038238528,0.25708699971437454,0.3390918031334877,0.37459994247183204,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,560,2,stack_block,stack the grasped block,360,15,False,360,0.05238687264419117,0.09554497450590133,0.27094491730843273,0.45603746175765997,0.2710051681225499,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,561,1,rotate_blue_block_right,take the blue block and rotate it to the right,96,4,True,96,0.06780547238886356,0.11010793447494509,0.4068739066521327,0.5969938933849335,0.5509957103058696,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,561,2,turn_off_lightbulb,use the switch to turn off the light bulb,103,5,True,103,0.05527240468883047,0.08700212538242341,0.4138176180422306,0.6283707141876221,0.5301902689112042,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,561,3,close_drawer,push the handle to close the drawer,77,4,True,77,0.04766724011738246,0.08071702718734741,0.23201704770326614,0.32404530346393584,0.5234076117540335,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,561,4,move_slider_left,push the sliding door to the left side,86,4,True,86,0.060852161504547385,0.09732635170221332,0.31160155932108563,0.4609221190214157,0.45175466937727704,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,561,5,lift_blue_block_table,grasp and lift the blue block,62,3,True,62,0.05739498199498067,0.10652690380811691,0.2155536413192749,0.2895357131958008,0.4005087130973416,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,562,1,push_red_block_left,go push the red block left,94,4,True,94,0.0510820436081098,0.07254961729049683,0.36126715938250226,0.3947519361972809,0.44148049535269435,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,562,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.06221110956914578,0.09217009842395779,0.36920702350991114,0.6277925610542299,0.3696299265449246,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,563,1,turn_off_led,press the button to turn off the led light,93,4,True,93,0.056484570362321705,0.10035474151372913,0.3467837671438853,0.38751060962677003,0.40889816482861835,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,563,2,rotate_pink_block_right,take the pink block and rotate it to the right,209,9,True,209,0.07060256661721863,0.12089493125677113,0.45001374557614326,0.649430912733078,0.4940792059071326,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,563,3,open_drawer,pull the handle to open the drawer,81,4,True,81,0.061932532815262675,0.08961705714464188,0.2956566313902537,0.4861076503992081,0.5842038396699929,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,563,4,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.05414564364581968,0.09637030661106105,0.34309985488653183,0.43239379525184635,0.33795191542141967,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,564,1,open_drawer,pull the handle to open the drawer,58,3,True,58,0.03582625242211578,0.06573121994733809,0.1273074485361576,0.14139433577656746,0.3784361432852416,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,564,2,turn_off_lightbulb,use the switch to turn off the light bulb,86,4,True,86,0.06063736453652382,0.10365493744611741,0.32091668744881946,0.400606632232666,0.5080251745706381,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,564,3,rotate_pink_block_left,take the pink block and rotate it to the left,158,7,True,158,0.06243813109056205,0.10421653687953951,0.4574335440993309,0.6687398850917816,0.5580508002563368,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,564,4,move_slider_left,push the sliding door to the left side,360,15,False,360,0.06494469077437909,0.09360272735357282,0.5679440775087902,0.6798486709594727,0.35524651592390405,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,565,1,move_slider_right,push the sliding door to the right side,140,6,True,140,0.04368078117694357,0.0720044195652008,0.34298059195280073,0.6293851613998414,0.3793707177575145,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,565,2,push_red_block_right,go push the red block right,127,6,True,127,0.05044114782977554,0.09418648481369019,0.23270073235034944,0.4374218046665192,0.38215074770328566,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,565,3,lift_red_block_table,grasp and lift the red block,360,15,False,360,0.04990839774844893,0.08102240711450574,0.47119055901254925,0.6692333459854127,0.2420286747937401,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,566,1,close_drawer,push the handle to close the drawer,52,3,True,52,0.04043565067809587,0.07017029821872711,0.09645883738994598,0.12277460992336273,0.5427086427807808,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,566,2,turn_off_led,press the button to turn off the led light,360,15,False,360,0.07239693083896362,0.1093832656741142,0.49722640003476826,0.7784114539623262,0.3774707410691513,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,567,1,move_slider_right,push the sliding door to the right side,48,2,True,48,0.054355080279105523,0.0774850159883499,0.31435537338256836,0.31435537338256836,0.4958163173869252,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,567,2,lift_red_block_table,grasp and lift the red block,76,4,True,76,0.043162703861792884,0.07749184221029284,0.20397896567980447,0.23399196267127992,0.27268831667147186,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,567,3,place_in_drawer,store the grasped block in the drawer,37,2,True,37,0.0476807773941093,0.06363452970981598,0.13437889516353607,0.13437889516353607,0.45923864720640956,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,567,4,close_drawer,push the handle to close the drawer,58,3,True,58,0.06222613332302947,0.09022897332906722,0.2772640213370323,0.40208800286054613,0.401865945037069,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,567,5,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.0513682363770155,0.08056820183992386,0.42524985702974455,0.7362851798534393,0.36778805257959496,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,568,1,move_slider_right,push the sliding door to the right side,360,15,False,360,0.042627124971266535,0.08105133473873138,0.27086894267371725,0.4340388625860214,0.40909108374681735,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,569,1,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.03973847977210013,0.050970450788736334,0.39781620459897177,0.5752837896347046,0.35801492308576904,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,570,1,turn_off_led,press the button to turn off the led light,360,15,False,360,0.04234863437769265,0.07354891449213027,0.35410960923348156,0.514336782693863,0.25486339602308966,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,571,1,lift_pink_block_table,grasp and lift the pink block,154,7,True,154,0.054509364859827984,0.09402760565280915,0.3168107531964779,0.4889087826013565,0.2973041145929268,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,571,2,place_in_drawer,store the grasped block in the drawer,26,2,True,26,0.06567246809601784,0.08665885478258134,0.12051288783550262,0.12051288783550262,0.5298000442293974,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,571,3,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.04189279658361896,0.06079469472169876,0.30474070087075233,0.47952581048011783,0.25741800851085117,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,572,1,move_slider_right,push the sliding door to the right side,47,2,True,47,0.05311167357570451,0.07452631741762161,0.3359077274799347,0.3359077274799347,0.5164325541638314,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,572,2,turn_on_led,press the button to turn on the led light,43,2,True,43,0.06379467235612017,0.08519042059779167,0.5704087018966675,0.5704087018966675,0.3621676082527915,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,572,3,push_red_block_right,go push the red block right,360,15,False,360,0.05495427077387078,0.07614926099777221,0.3575274774006435,0.6453773915767671,0.2929642365417547,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,573,1,rotate_pink_block_left,take the pink block and rotate it to the left,360,15,False,360,0.06928271760717865,0.13090316057205195,0.41768775561026167,0.6599220514297487,0.41654897680920033,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,574,1,move_slider_right,push the sliding door to the right side,49,2,True,49,0.06068898409527416,0.08752911239862446,0.43402552604675293,0.43402552604675293,0.5278282086459958,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,574,2,push_red_block_right,go push the red block right,360,15,False,360,0.0566747348657018,0.0944194033741951,0.37727587510432514,0.6779880166053772,0.30403361102152204,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,575,1,turn_on_lightbulb,use the switch to turn on the light bulb,50,2,True,50,0.061276182760389486,0.09375177621841431,0.45933598279953003,0.45933598279953003,0.5345168137550353,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,575,2,rotate_red_block_right,take the red block and rotate it to the right,360,15,False,360,0.09595710830114429,0.17299425899982449,0.6097959546106202,1.07465233206749,0.5723539224929279,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,576,1,rotate_pink_block_right,take the pink block and rotate it to the right,88,4,True,88,0.05958813364649641,0.11092697530984881,0.21329663197199503,0.24439190328121185,0.5726902368901805,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,576,2,turn_on_lightbulb,use the switch to turn on the light bulb,87,4,True,87,0.06554700018903024,0.09698609262704849,0.511865625778834,0.7424903154373169,0.6563613130443398,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,576,3,close_drawer,push the handle to close the drawer,86,4,True,86,0.049375195384902114,0.08131029307842258,0.2864859451850255,0.39237967133522034,0.5044072239204894,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,576,4,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.06500126921875314,0.08925085514783858,0.5970294496842793,0.9307575225830078,0.42604209126697645,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,577,1,rotate_blue_block_right,take the blue block and rotate it to the right,307,13,True,307,0.06220758530414767,0.09461512416601181,0.4873255789279938,0.8319669008255005,0.3636933262990818,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,577,2,push_into_drawer,slide the block that it falls into the drawer,360,15,False,360,0.05303958410456839,0.0761059433221817,0.36431858635374476,0.5352289736270904,0.42065860417981943,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,578,1,rotate_pink_block_right,take the pink block and rotate it to the right,101,5,True,101,0.06876161709893495,0.09703451469540597,0.5535646304488182,0.7289166748523712,0.4697079667360476,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,578,2,close_drawer,push the handle to close the drawer,135,6,True,135,0.054153347151604164,0.08460571467876435,0.37315159738063813,0.4785598278045654,0.48499287245450196,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,578,3,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.04915956641524034,0.08562234938144683,0.31670920231512617,0.4782858967781067,0.28540800980602704,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,579,1,lift_red_block_table,grasp and lift the red block,62,3,True,62,0.039887071526075,0.07683712989091873,0.2190743312239647,0.22314047068357468,0.27188046372705893,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,579,2,place_in_slider,store the grasped block in the sliding cabinet,44,2,True,44,0.04657743743425885,0.0762022227048874,0.14876876771450043,0.14876876771450043,0.48879306678744877,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,579,3,open_drawer,pull the handle to open the drawer,84,4,True,84,0.05469775675650103,0.06950952410697937,0.35084542135397595,0.5940721780061722,0.537599992893991,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,579,4,turn_off_lightbulb,use the switch to turn off the light bulb,360,15,False,360,0.04798851595623393,0.08210309147834775,0.3313622070210321,0.49789154529571533,0.33037924841046334,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,580,1,turn_on_led,press the button to turn on the led light,151,7,True,151,0.04138821183393399,0.08484940528869628,0.21255773833642402,0.4078792706131935,0.37423152279182775,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,580,2,push_blue_block_right,go push the blue block right,50,2,True,50,0.04135240034713429,0.05909077599644662,0.4379676580429077,0.4379676580429077,0.373801212310791,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,580,3,lift_red_block_slider,lift the red block from the sliding cabinet,360,15,False,360,0.04222150686817,0.05955764874815941,0.42793504893779755,0.5562719523906708,0.2237588332241608,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,581,1,rotate_blue_block_right,take the blue block and rotate it to the right,360,15,False,360,0.07330686414567623,0.1455759525299072,0.376538169171129,0.6841011703014375,0.5769329776573512,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,582,1,close_drawer,push the handle to close the drawer,51,3,True,51,0.04603252574801445,0.09076808393001558,0.1459524780511856,0.15308739244937897,0.5489136231880561,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,582,2,lift_red_block_slider,lift the red block from the sliding cabinet,73,3,True,73,0.060551673329124846,0.1064727284014225,0.20647824555635452,0.2398935928940773,0.47338068143349804,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,582,3,place_in_slider,store the grasped block in the sliding cabinet,7,1,True,7,0.10854289028793573,0.22763311862945557,nan,nan,0.2323004241500582,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,582,4,turn_off_lightbulb,use the switch to turn off the light bulb,78,4,True,78,0.0666874386733035,0.11341698467731481,0.3318646401166916,0.5528903305530548,0.4774528791507085,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,582,5,rotate_pink_block_left,take the pink block and rotate it to the left,360,15,False,360,0.0643483239380399,0.11249157190322873,0.5043900268418449,0.91351153254509,0.3035630540818804,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,583,1,turn_off_led,press the button to turn off the led light,66,3,True,66,0.06553400561500054,0.13655359745025636,0.2806571498513222,0.3161755040287971,0.44523536255865387,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,583,2,rotate_red_block_left,take the red block and rotate it to the left,360,15,False,360,0.07638926647504932,0.11464824080467223,0.5786188037267753,0.9405575037002565,0.5087031574609379,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,584,1,rotate_blue_block_left,take the blue block and rotate it to the left,360,15,False,360,0.08316573335511564,0.15372896194458005,0.6174987597124917,0.9530988454818727,0.42009222209453584,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,585,1,push_pink_block_left,go push the pink block left,360,15,False,360,0.05135003659059618,0.08119456321001052,0.2970907821186951,0.5249115139245988,0.33108292008853624,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,586,1,lift_blue_block_table,grasp and lift the blue block,58,3,True,58,0.05669606695964671,0.10545008927583695,0.3177339509129524,0.48214143663644793,0.3789894490920264,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,586,2,stack_block,stack the grasped block,360,15,False,360,0.052821502564890016,0.09293455034494398,0.37059466540813446,0.6102844417095185,0.24882678392653665,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,587,1,open_drawer,pull the handle to open the drawer,55,3,True,55,0.031670472463937824,0.041280908882617956,0.11401109769940376,0.13956192508339882,0.34372608932581816,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,587,2,turn_on_lightbulb,use the switch to turn on the light bulb,73,3,True,73,0.059917892769186035,0.08818229734897613,0.3833373486995697,0.4114609181880951,0.4875027500603297,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,587,3,lift_pink_block_slider,lift the pink block from the sliding cabinet,63,3,True,63,0.055420266794821905,0.07877149656414985,0.24089031666517258,0.2535425290465355,0.3610727288538501,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,587,4,place_in_drawer,store the grasped block in the drawer,45,2,True,45,0.049195876556702635,0.06134480424225332,0.2771992087364197,0.2771992087364197,0.543512029449145,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,587,5,move_slider_right,push the sliding door to the right side,90,4,True,90,0.04727212761481701,0.06580571979284287,0.38189291457335156,0.6215166866779328,0.4683066861497031,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,588,1,lift_red_block_table,grasp and lift the red block,48,2,True,48,0.04348784209565913,0.09024917781352995,0.10386507958173752,0.10386507958173752,0.329432953769962,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,588,2,stack_block,stack the grasped block,360,15,False,360,0.05822837544659614,0.09639810621738433,0.38471045770815443,0.5667297959327698,0.2937449386757281,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,589,1,push_red_block_right,go push the red block right,53,3,True,53,0.03588398777020092,0.06172466240823268,0.1684814989566803,0.23922775387763978,0.3942640361920843,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,589,2,move_slider_right,push the sliding door to the right side,139,6,True,139,0.06298496926108887,0.11036712527275086,0.38768280297517776,0.7635271549224854,0.4788122079569659,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,589,3,lift_pink_block_slider,lift the pink block from the sliding cabinet,360,15,False,360,0.054133365562439875,0.0796054422855377,0.4595428705215454,0.7858032882213594,0.3620393261313438,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,590,1,push_blue_block_right,go push the blue block right,258,11,True,258,0.04711390642271692,0.07119066268205644,0.3313376873731613,0.4664231926202773,0.28541652624343716,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,590,2,lift_pink_block_table,grasp and lift the pink block,48,2,True,48,0.06524406724232942,0.13343597948551175,0.09842371940612793,0.09842371940612793,0.3831564160063863,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,590,3,stack_block,stack the grasped block,360,15,False,360,0.053737990454378895,0.09862627983093261,0.2974109314382076,0.4428052961826325,0.25650923773646356,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,591,1,open_drawer,pull the handle to open the drawer,46,2,True,46,0.05423502350846927,0.09333587139844896,0.1057051494717598,0.1057051494717598,0.4997531357018844,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,591,2,lift_pink_block_table,grasp and lift the pink block,360,15,False,360,0.058358194259796964,0.08848906904458999,0.45543802636010305,0.7482952117919923,0.37305071337355505,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,592,1,lift_red_block_table,grasp and lift the red block,50,2,True,50,0.04164777976479762,0.09287460297346116,0.11947852373123169,0.11947852373123169,0.3225372776389122,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,592,2,place_in_slider,store the grasped block in the sliding cabinet,360,15,False,360,0.08360591403683414,0.12529690861701964,0.7294720645461764,0.9656440794467926,0.5585307720634672,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,593,1,rotate_blue_block_right,take the blue block and rotate it to the right,96,4,True,96,0.07134001937351729,0.12114670723676683,0.41069495677948,0.5476045131683349,0.57294413059329,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,593,2,turn_off_lightbulb,use the switch to turn off the light bulb,69,3,True,69,0.07641665497794747,0.11311616152524949,0.6351550817489624,0.8248457193374634,0.7113383291424185,1.0
act_lang_ABC_200k,ACT-Lang-ABC 200k,593,3,lift_blue_block_table,grasp and lift the blue block,360,15,False,360,0.06017378689383979,0.08887311816215514,0.4276290514639446,0.7339145243167878,0.30973250979764594,1.0
